年份,考次,考科,題號,題目,選項A,選項B,選項C,選項D,正確答案,答案來源,圖片
民國113年,第2次,醫學(三),21,下列何者不是慢性胰臟炎(chronic pancreatitis)常見的併發症?,慢性腹痛,糖尿病酮酸中毒症(diabetic ketoacidosis),吸收不良(malabsorption),膽道狹窄,B,原始,[]
民國113年,第2次,醫學(三),22,"對於肝硬化病人的胃食道靜脈曲張(gastroesophageal varices)處理,下列敘述何者正確?",食道靜脈曲張通常是在病人發生腹水之後才會出現,"新診斷的肝硬化病人,大約50%已經有胃食道靜脈曲張","除了使用內視鏡來做靜脈結紮術(variceal ligation)外,藥物治療並無法有效的預防胃食道靜脈曲張出","就算發生胃食道靜脈曲張出血,只要還沒有黃疸,沒有腹水,沒有肝性腦病變,就還不算是肝失代償 (decompensation)",送分(原:B),申覆後,[]
民國113年,第2次,醫學(三),23,"35歲患者有胃部分切除病史,主訴進食後腹痛、腹瀉,約2小時後有頭暈、盜汗症狀,最可能的診斷為何?",afferent loop syndrome,adhesion ileus,dumping syndrome,postvagotomy diarrhea,C,原始,[]
民國113年,第2次,醫學(三),24,"65歲男性,血液透析病人,每次透析開始幾分鐘後,開始右胸痛或背痛,血壓穩定、無心悸、無發燒,隨著 透析繼續進行,不適感覺就漸消失,下列何種處置最可能改善其症狀?",使用無肝素(non-heparin)透析,增加乾體重,更換不同材質透析器,使用鈉離子模式(sodium modeling)透析,C,原始,[]
民國113年,第2次,醫學(三),25,下列何項處置最不適合治療尿酸性尿路結石?,reduced protein diet,benzbromarone,potassium citrate,febuxostat,B,原始,['images/113070_11_q025_i0.jpg']
民國113年,第2次,醫學(三),26,"一名33歲女性,本次因近半年反覆頭暈及容易疲勞而住院。實驗室檢驗:肌酸酐2.3 mg/dL,血紅素7 g/dL(住院前8個月分別為1.4 mg/dL,9 g/dL),白蛋白3.8 g/dL,血鈣2.3 mmol/L,尿酸8.0 mg/dL,血 糖98 mg/dL,尿液分析:比重1.012,蛋白尿980 mg/24小時,紅血球0~2/高倍視野,葡萄糖0.27 mg/dL, 腎臟超音波右側8.7公分、左側8.9公分,腎臟病理切片如圖。病人最可能的診斷為何?",myeloma cast nephropathy,allergic interstitial nephritis,chronic uric acid nephropathy,aristolochic acid nephropathy,D,原始,[]
民國113年,第2次,醫學(三),27,"一位40歲男性,C型肝炎帶原者,定期在門診追蹤。最近一個月來,出現蛋白尿2.5 g/day,脛前與足踝水 腫,體重略增加近3公斤,血壓152/92 mmHg。抽血檢查:有血清補體(complement, C3與C4)偏低情形。因 為不明原因蛋白尿,安排病人接受腎臟切片檢查(renal biopsy),切片下的病理變化,最有可能是下列何",membranous nephropathy(MN),membranoproliferative glomerulonephritis(MPGN),focal segmental glomerulosclerosis(FSGS),Henoch-Schönlein purpura(HSP),B,原始,[]
民國113年,第2次,醫學(三),28,"有關腎小管–腎絲球回饋機轉(tubuloglomerular feedback, TGF),下列敘述何者正確?",藉由出球小動脈(efferent arteriole)的反射性血管收縮或擴張來調節腎絲球過濾率(glomerular filtration rate),藉由Henle氏環上行枝粗管的管腔膜上緻密斑(macula densa)細胞來感應腎小管內NaCl濃度及液體的流速,"當過高的腎絲球過濾率(glomerular filtration rate)使流經緻密斑(macula densa)的NaCl濃度過高 時,會誘發出球小動脈血管收縮使得腎絲球過濾率下降至正常","NaCl再吸收增加時,二磷酸腺苷(adenosine diphosphate, ADP)是緻密斑(macula densa)細胞釋放出 來的訊號,來調控腎小管–腎絲球回饋",B,原始,[]
民國113年,第2次,醫學(三),29,"有關腫瘤溶解症候群(tumor lysis syndrome),下列敘述何者最不適當?","因為大量腫瘤細胞死亡,細胞內代謝物釋放至血液中導致高尿酸血症、高血鉀症、高血磷症","由於尿酸結晶會堆積於腎小管,處置上必須給與大量補充體液,並用rasburicase藥物來預防高尿酸血症",鹼化尿液能夠減少磷酸鈣(calcium phosphate)的沉澱而降低急性腎損傷,"若造成急性腎損傷合併寡尿、高血鉀症,可考慮透析治療",C,原始,[]
民國113年,第2次,醫學(三),30,"下列有關腎移植抗排斥藥物與其副作用之配對,何者錯誤?",類固醇(corticosteroid):骨質疏鬆,環孢靈(cyclosporine):低尿酸血症,普樂可復(tacrolimus):移植後糖尿病,斥消靈(sirolimus):蛋白尿,B,原始,[]
民國113年,第2次,醫學(三),31,"關於IgG4-related disease的描述,下列何者最適當?","可侵犯眼部造成periocular tissue swelling,可能合併有allergy和eosinophilia","主要的組織病理特點為IgG4在組織血管內的沉積,但不會看到B淋巴球的浸潤","大於90%病人血中IgG4的濃度會上升,且血中IgG4的濃度與疾病嚴重度成正相關","大量IgG4在組織活化T淋巴球,因此本疾病常造成急性的器官破壞而應給與大量steroid治療",A,原始,[]
民國113年,第2次,醫學(三),32,"一位80歲男性病人有膝關節疼痛,膝關節液的分析為呈現黏稠的(viscous)關節液且白血球數為100/μL, 關節液細胞以mononuclear cell為主,此病人最可能患有下列何種關節炎?",osteoarthritis,reactive arthritis,rheumatoid arthritis,septic arthritis,A,原始,[]
民國113年,第2次,醫學(三),33,"有關類風濕性關節炎的關節外表現(extraarticular manifestations),下列何者最常見?",hyperandrogenism,osteoporosis,pulmonary artery hypertension,lumbar myelopathy,B,原始,[]
民國113年,第2次,醫學(三),34,"下列疾病與human leukocyte antigen(HLA)之相關性,何者最高?",Type 1 diabetes mellitus與HLA-B5801,Behçet's disease與HLA-B1502,Sjögren's syndrome與HLA-DR8,類風濕性關節炎(rheumatoid arthritis)與HLA-DR4,D,原始,[]
民國113年,第2次,醫學(三),35,"34歲陳女士,因為多次原因不明的laryngeal edema掛急診,其中一次因喉頭水腫太嚴重無法插管,還需緊 急氣切才挽回生命。陳女士記得她從有記憶起,就曾經多次因為嚴重腹痛合併腹水而住院,但都沒有找到病 因。平時也有很多次突然整個臉或手掌、腳掌突然腫起來。病人發作時皮膚從來沒有蕁麻疹,好幾位醫師曾 經幫她驗過血,但也都沒有找到過敏原。下列處置何者對病情最沒有幫助?",檢驗血中C4,檢驗C1 esterase inhibitor,檢驗total IgE,處方danazol,C,原始,[]
民國113年,第2次,醫學(三),36,"一位38歲女性,一開始以左側腋下腫瘤表現至醫院就診,腋下腫瘤切片證實為腺癌(adenocarcinoma),但 乳房影像檢查(包括超音波,攝影及核磁共振)並無顯現乳房腫塊,關於此病人後續檢查或治療,下列何者 最不合適?",檢測estrogen receptor、GATA3、HER-2基因表現,同側乳房切除手術治療,局部放射治療,全身性化學治療或抗賀爾蒙治療,B,原始,[]
民國113年,第2次,醫學(三),37,"癌症治療學的進展一方面大大提升癌症病患的存活機會,但也可能合併許多late treatment consequences。下列癌症治療藥物和late treatment consequence的組合,何者最不恰當?",anthracycline — neuropathy,bleomycin — pulmonary fibrosis,trastuzumab — cardiac dysfunction,glucocorticoids — avascular necrosis of bones,A,原始,[]
民國113年,第2次,醫學(三),38,"關於第四期的皮膚惡性黑色素細胞癌(malignant melanoma) 之治療,下列敘述何者最不適當?",標靶治療(BRAF抑制劑、MEK抑制劑)相較於免疫治療(抗CTLA-4抗體、抗PD-1抗體)最大的好處是標靶治 療效果的持久性(durability)較佳,"使用標靶治療的副作用之一為產生皮膚鱗狀上皮癌。合併使用BRAF抑制劑加上MEK抑制劑,產生此一副作用 之機會比單獨使用BRAF抑制劑為低","如果是沒有BRAF突變的惡性黑色素細胞癌,第一線的治療可以使用免疫治療","如果是有BRAF突變的惡性黑色素細胞癌,第一線的治療可以使用免疫治療或標靶治療(BRAF抑制劑加上MEK 抑制劑)",A,原始,[]
民國113年,第2次,醫學(三),39,"攝護腺癌(prostate cancer)合併遠端轉移,病患血中睪固酮(testosterone)已經小於50 ng/mL,下列 何種藥物目前尚無明確證實有效的證據?",abiraterone acetate + prednisone,enzalutamide,化學治療的docetaxel,免疫治療的pembrolizumab,D,原始,[]
民國113年,第2次,醫學(三),40,"下列何種情形血中攝護腺特異性抗原(prostate specific antigen, PSA)最不可能高於正常值?",良性攝護腺肥大(benign prostate hypertrophy),攝護腺切片(prostate biopsy)之後,攝護腺癌(prostate cancer),根除性攝護腺切除(radical prostatectomy)之後,D,原始,[]
民國113年,第2次,醫學(三),41,"下列發生於acute myeloid leukemia的染色體變化與相對應的基因融合(fusion),何者錯誤?",t(8;21)與RUNX1-RUNX1T1,t(15;17)與PML-RARA,inv(16)與CBFB-MYH11,t(9;11)與DEK-NUP214,D,原始,[]
民國113年,第2次,醫學(三),42,"有關巨球母細胞性貧血(megaloblastic anemia)的敘述,下列何者錯誤?",可以和葉酸缺乏有關,可以和維生素B<sub>12</sub>缺乏有關,其基本形成的原因是DNA轉錄到mRNA的過程受到阻斷,其血液學的表現可以是全血球低下(pancytopenia),C,原始,[]
民國113年,第2次,醫學(三),43,有關何杰金氏淋巴癌病源的敘述何者正確?,目前認為其淋巴癌細胞最可能是源自於B細胞淋巴球,目前認為其淋巴癌細胞最可能是源自於T細胞淋巴球,HIV感染相關之何杰金氏淋巴癌細胞裡幾乎都看不到EBV感染的證據,非HIV感染相關之何杰金氏淋巴癌細胞裡幾乎都看得到EBV感染的證據,A,原始,[]
民國113年,第2次,醫學(三),44,下列何者最不可能是多發性骨髓癌(multiple myeloma)常見的臨床表現特徵?,脊椎壓迫性骨折,腎功能異常,高血鈣症(hypercalcemia),多血症(polycythemia),D,原始,[]
民國113年,第2次,醫學(三),45,下列何者不是診斷usual interstitial pneumonia在胸部電腦斷層的典型特徵?,subpleural reticulation,traction bronchiectasis,honeycombing appearance,micronodules,D,原始,[]
民國113年,第2次,醫學(三),46,"60歲女性病人,因近日有呼吸困難及胸痛情形前來就診。就診時身體診察發現有右腳單隻腳水腫之情形,最 有可能的診斷為何?",心衰竭,肺栓塞,氣胸,慢性阻塞性肺病,B,原始,[]
民國113年,第2次,醫學(三),47,"關於肺膿瘍的敘述,下列何者錯誤?",原發性肺膿瘍最常見的位置是上肺葉的後節及下肺葉的上節,金黃色葡萄球菌是敗血性血栓(septic emboli)所致的肺膿瘍之常見致病菌,厭氧性細菌常發生於原發性肺膿瘍,"抗生素治療時間通常為7~10天;必要時,需進行手術",D,原始,[]
民國113年,第2次,醫學(三),48,"45歲女性病人因間皮瘤(mesothelioma)接受化學治療。在藥物輸注10分鐘後,開始有皮疹、嘴唇腫脹、呼 吸困難及血壓下降的情形,下列處置何者最為優先?","因為血壓下降懷疑敗血症休克,應給與大量輸液及抗生素","因為呼吸困難,應立即給與插管使用呼吸器",因為皮疹應給與類固醇,"因為發生在藥物使用後,應立即給與腎上腺素(epinephrine)及其他輔助藥物,如:抗組織胺、類固醇",D,原始,[]
民國113年,第2次,醫學(三),49,"68歲男性,長期吸菸,有高血壓,近5年內因腦血管栓塞住院2次,都無後遺症。因最近一週劇烈咳嗽、黃 痰、呼吸喘促、發燒至急診求治。胸部X光顯示右上肺葉大葉性浸潤,同側肋膜積液。痰檢顯示痰中有許多 白血球,染色看到許多革蘭氏陽性雙球菌(diplococci),下列何種敘述正確?①為吸入性肺炎 (aspiration pneumonia) ②應選擇可以涵蓋Streptococcus pneumoniae之抗生素治療 ③應選擇可以涵 蓋Pseudomonas aeruginosa之抗生素治療 ④應考慮住院及檢驗肋膜積液",①②,①③④,②④,僅①④,C,原始,[]
民國113年,第2次,醫學(三),50,"病人因慢性阻塞性肺病急性發作至急診求診,下列處置何者缺乏實證支持?",靜脈注射茶鹼(theophylline),靜脈注射抗生素,靜脈注射類固醇,支氣管擴張劑(bronchodilator)霧化治療,A,原始,[]
民國113年,第2次,醫學(三),51,"75歲中風而長期臥床男性病人,因為要入住安養中心而進行身體健康檢查。胸部X光並無異常發現,但痰液 塗片耐酸性染色鏡檢(acid-fast stain)為陽性。下列敘述何者最適當?","應等待痰的分枝桿菌培養結果後,再決定是否可入住安養中心及接受抗結核藥物治療",此檢體應進行結核菌核酸增幅檢驗(nucleic acid amplification test),應立即另外再採集3套痰檢體進行分枝桿菌培養及鑑定,應立刻進行胸部電腦斷層檢查,B,原始,[]
民國113年,第2次,醫學(三),52,"下列有關於女性更年期停經的敘述,何者最不適當?","基本上,女性在35歲之後,卵巢功能,以及生育能力就開始下降","女性更年期的症狀,包括潮紅(hot flush),以及夜間盜汗(night sweating)","停經後,濾泡刺激素(follicle-stimulating hormone)及雌二醇(estradiol) 會持續偏低","停經後,女性補充雌激素,可以改善停經後的症狀,但補充雌激素可能增加發生子宮內膜癌(endometrial cancer)或靜脈血栓症(venous thromboembolism)的風險",C,原始,[]
民國113年,第2次,醫學(三),53,"下列有關basal-bolus胰島素注射法的敘述,何者最適當?","三餐注射短效或速效的胰島素,並每日給與一次長效型的胰島素注射","三餐給與預混型的胰島素,並於睡前給與一次長效型的胰島素注射",每天給與一次超長效的胰島素注射,每天給與四次速效型的胰島素注射,A,原始,[]
民國113年,第2次,醫學(三),54,"糖尿病下肢病變是導致截肢的主要原因,下列敘述何者最不適當?",下肢病變可以是血管阻塞或神經病變所引起,足部潰瘍會因為血管病變而難以癒合,足部潰瘍很難透過衛教來預防,足部潰瘍發生時要避免患部的外來壓力,C,原始,[]
民國113年,第2次,醫學(三),55,"下列有關肥胖及其生理機轉之敘述,何者最適當?","體重100公斤,身高180公分之男子,其身體質量指數(body mass index)為32","男性肥胖定義, 身體質量指數(body mass index)為27,女性則為25",瘦素(leptin)主要由脂肪組織分泌,"一般而言,瘦的人血中瘦素(leptin)濃度較肥胖者高",C,原始,[]
民國113年,第2次,醫學(三),56,術前診斷甲狀腺結節良惡性的黃金標準為下列何者?,甲狀腺超音波檢查,抽血檢驗血中甲狀腺球蛋白(thyroglobulin)濃度,甲狀腺細針穿刺細胞學檢查,頸部核磁共振檢查,C,原始,[]
